academic_term,academic_year,faculty_abbrev,faculty,subject_abbrev,subject,title,course_number_raw,course_credit_raw
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Tuba,4020I,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Percussion,4020J,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Guitar,4020L,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Voice,4020M,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Violin,4020N,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Viola,4020O,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Cello,4020P,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance: Double Bass,4020Q,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance:  Harp,4020R,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Performance:  Euphonium,4020S,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Plucked Strings: Medieval and Renaissance,4020T,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Recorder,4020U,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Medieval and Renaissance Bowed Stringsv,4020W,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,York University Wind Symphony,4025,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,York University Chamber Choir,4028V,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Master Class in Performance III,4029,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Recital II,4030,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Private lessons in open-style improvisation,4033,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,West African Drum Ensemble: Ghanaian,4043,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Workshop IV,4051,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Orchestra IV,4052,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Piano,4054A,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Bass,4054B,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Percussion,4054C,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Guitar,4054D,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Woodwind,4054E,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Brass,4054F,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Vocal,4054G,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Jazz Strings,4054H,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Gospel Performance: Private Instruction,4056,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Electro-Acoustic Orchestra,4070,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Classical Piano Performance,4080,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Harpsichord,4083,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Organ: Classical performance private instruction on organ,4084,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Balkan Music Ensemble,4093,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Caribbean Ensemble,4095,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Ashkenazi and Sephardic Vocal Music,4099A,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Balkan Vocal Music,4099B,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Folk Fiddle,4099C,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Dizi,4099D,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Early Music Wind Instruments,4099E,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Flamenco Guitar,4099F,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Folk Guitar,4099G,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Hand Percussion: Various Traditions,4099H,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Jembe,4099J,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Baglama,4099L,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Ghanaian Percussion,4099N,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Pipa,4099P,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Persian Radif,4099S,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Tabla,4099T,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction: Traditional Harp,4099U,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Village Folk Vocal Styles,4099V,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - World Rhythms for Drumkit,4099W,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Xiao,4099X,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Yangqin and Zheng,4099Y,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,World Music: Individual Instruction - Zhonghu and Erhu,4099Z,6.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Music Mixing and Mastering,4144,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Special Topics in the Graduate Program,4399,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Gospel Ensemble: Instrumental,4557,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Honours Project in Music Studies,4590A,3.00
Fall/Winter,2024-2025,FA,School of the Arts. Media. Performance and Design,MUSI,Music,Honours Collaborative Studio Project in Music,4590C,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MUSI,Music,Seminar in Composition II,5005B,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MUSI,Music,Private Lessons in Composition II,5006B,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MUSI,Music,Interactive Performance and the Electro-Acoustic Orchestra,5070,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MUSI,Music,Gospel Music History and Repertoire,5202,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MUSI,Music,Performance Studio,5500,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MUSI,Music,Ensemble,5551,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,MUSI,Music,Directed Reading,6520,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,NATS,Natural Science,La Vie Sauvage de Toronto: Écologie urbaine et restauration,1200,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Statistics and Reasoning in Modern Society,1500,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Understanding Artificial Intelligence,1506,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Atmospheric Pollution,1515,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Extraterrestrial Life:  A Modern Discussion to include Historical, Religious and Cultural Aspects,1525,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Science of Animal Migration,1550,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Plant Life, Human Life,1565,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Forensic Science - An Introduction,1575,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Astronomy: Exploring the Universe,1585,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,The Mathematics of Biology,1595,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Insects: Identification, Importance and Impacts,1636,3.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,The Biology of Sex,1660,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Human Development,1675,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Evolution,1690,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Scientific Change,1730,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,History of Astronomy,1745,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Science, Experts and Citizens,1765,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Weather and Climate,1780,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Science, Technology and the Environment,1840,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Understanding Colour,1870,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,NATS,Natural Science,Introduction to the Science, Technology and Society,1890,6.00
Fall/Winter,2024-2025,SC,Faculty of Science,NATS,Natural Science,Biodiversity and Conservation,1940,6.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,NATS,Natural Science,The Politics of Science,3628,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,NATS,Natural Science,Psychobiologie,3670,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,NATS,Natural Science,Evolutionary Psychology,3675,3.00
Fall/Winter,2024-2025,GL,College universitaire Glendon,NATS,Natural Science,Stories, Minds and Brains,4615,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NRSC,Frontiers of Neuroscience,Frontiers of Neuroscience,1001,1.00
Fall/Winter,2024-2025,HH,Faculty of Health,NRSC,Frontiers of Neuroscience,Fundamental Molecular and Cellular Neuroscience,2000,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NRSC,Frontiers of Neuroscience,Systems, Behavioral, and Cognitive Neuroscience,2100,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NRSC,Frontiers of Neuroscience,Neuroscience Techniques,2200,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NRSC,Frontiers of Neuroscience,Molecular and Cellular Neurobiology,3000,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Reflection and Relational Practice in Professional Nursing,1510,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Reflection and Theory-based Practice in Professional Nursing,1512,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Health Assessment,1543,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Ethics and Health Equity in Interprofessional Practice,2513,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Pathophysiology, Pharmacological and Knowledge Integration I,2535,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Health of Families and Social Groups,2543,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Practicum for HH/NURS 2546 6.00,2546P,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Practicum for HH/NURS 2547 6.00,2547P,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Creating Intercultural Safety,3200,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Partnering with Communities,3510,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Episodic and Common Health Challenges,3511,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Nursing in the Context of Global and Environmental Health,3512,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Leadership, Change and Innovation,3514,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Critical Reflection and Clinical Reasoning in Practice,3517,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Practicum for HH/NURS 3524 6.00,3524P,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Health Care Planning for Communities,3740,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Directed Reading,3800,6.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,The History and Health of Indigenous Individuals, Families and Communities,4370,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Evolving as a Professional Nurse,4517,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Trends in Healthcare Delivery,4524,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Practicum for HH/NURS 4525 6.00,4525P,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Practicum for HH/NURS 4526 6.00,4526P,0.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Nursing Knowledge and Transition,4528,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Professional Scholarship: Capstone Project,4531,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Nursing Care of Adults with High Acuity Needs 2,4535,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Therapeutic Modalities in Mental Health,4537,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Human Experience of Chronic Health Challenges,4610,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Advanced Paediatric Nursing,4650,3.00
Fall/Winter,2024-2025,HH,Faculty of Health,NURS,Nursing,Directed Reading,4800,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Directed Reading,5000,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Advanced Nursing Practice in Innovation,5150,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Sexual and Gender Diversity:  Implications for Education, Policy and Practice in the Health Professions,5175,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Quantitative Research Methods in Nursing,5300,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Nursing Research Development and Knowledge Mobilization,5500,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Pathophysiology for Nurse Practitioners,5810,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Advanced Health Assessment and Diagnosis I',5830,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Therapeutics in Primary Health Care I',5850,3.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Nurse Practitioner Research Development and Knowledge Mobilization,5880,0.00
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,NURS,Nursing,Substance Use and Addiction,6453,3.00
